x,y
0.0,0.5
0.05263157894736843,0.6629061416684668
0.10526315789473686,0.8081588751379243
0.15789473684210528,0.9200178129085768
0.21052631578947373,0.9863613034027225
0.26315789473684215,1.0
0.31578947368421056,0.9594559382979124
0.368421052631579,0.8691226964878169
0.42105263157894735,0.7387892829845027
0.4736842105263158,0.5825793454723324
0.5263157894736843,0.4174206545276677
0.5789473684210528,0.26121071701549736
0.6315789473684211,0.13087730351218324
0.6842105263157896,0.04054406170208785
0.7368421052631582,0.0
0.7894736842105264,0.013638696597277289
0.8421052631578949,0.07998218709142313
0.8947368421052633,0.19184112486207566
0.9473684210526316,0.33709385833153305
1.0,0.4999999999999999
