"filename", "language", "C++", "Python", "comment", "blank", "total"
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_core/common_utility/common_utility.h", "C++", 8, 0, 0, 0, 8
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_core/common_utility/cu_file_modification.cpp", "C++", 81, 0, 21, 10, 112
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_core/control/codez.h", "C++", 2, 0, 0, 0, 2
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_core/control/constant_expersions.h", "C++", 2, 0, 1, 0, 3
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_core/control/resourcez.h", "C++", -1, 0, 1, 0, 0
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_core/main.cpp", "C++", 6, 0, 2, 0, 8
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_core/rsa306b/rsa306b_SPECTRUM/rsa306b_spectrum_copy.cpp", "C++", 1, 0, 0, 0, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_core/rsa306b/rsa306b_special/rsa306b_scan_dump.cpp", "C++", -31, 0, 43, -1, 11
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_core/rsa306b/rsa306b_special/rsa306b_spectrum_scanner.cpp", "C++", -22, 0, -2, -2, -26
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/tasks/task_996.cpp", "C++", 88, 0, 9, 13, 110
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/tasks/task_997.cpp", "C++", 102, 0, 8, 26, 136
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/tasks/task_998.cpp", "C++", -16, 0, 3, 1, -12
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/tasks/task_999.cpp", "C++", -16, 0, -14, -4, -34
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/test_selector.cpp", "C++", 2, 0, 0, 0, 2
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/testz.h", "C++", 2, 0, 0, 0, 2
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_0.cpp", "C++", 3, 0, 0, -2, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_1.cpp", "C++", 1, 0, 0, -1, 0
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_10.cpp", "C++", 1, 0, 0, 0, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_11.cpp", "C++", 1, 0, 0, 0, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_12.cpp", "C++", 1, 0, 0, -1, 0
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_13.cpp", "C++", -1, 0, 0, -3, -4
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_14.cpp", "C++", -1, 0, 0, -2, -3
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_2.cpp", "C++", 2, 0, 0, -1, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_3.cpp", "C++", 1, 0, 0, -1, 0
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_4.cpp", "C++", 1, 0, 0, 0, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_5.cpp", "C++", 1, 0, 0, 0, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_6.cpp", "C++", 1, 0, 0, 0, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_7.cpp", "C++", 1, 0, 0, 0, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_8.cpp", "C++", 1, 0, 0, 0, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/program_test/units/unit_test_9.cpp", "C++", 1, 0, 0, 0, 1
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/python_interface/c_utility.cpp", "C++", 77, 0, 10, 17, 104
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/python_interface/python_interface.h", "C++", 23, 0, 1, 1, 25
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/python_interface/raw_r3f.cpp", "C++", 6, 0, 0, 0, 6
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/python_interface/raw_siq.cpp", "C++", 3, 0, 0, 0, 3
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/python_interface/rsa_config.cpp", "C++", 2, 0, 0, 0, 2
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/python_interface/rsa_gp.cpp", "C++", 5, 0, 0, 0, 5
"/home/unlv/Desktop/rsa306b_api_applications/stored_program/SRC/rsa_cpp/python_interface/rsa_ifstream.cpp", "C++", 10, 0, 0, -2, 8
