LOG OPEN _2022_09_12_Mon_03_31_18_PDT__

[         0.00006 ]  DEBUG_CLI        ,  <  15>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_class_cons_dest.cpp/rsa306b_class()
[         0.00007 ]  DEBUG_CLI        ,  <  25>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_init.cpp/_init_everything()
[         0.00007 ]  DEBUG_CLI        ,  <  56>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_init.cpp/_gp_init()
[         0.00007 ]  DEBUG_CALL_CHECKS,  < 113>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_confirm.cpp/_gp_confirm_aquisition_code()
[         0.00007 ]  DEBUG_CLI        ,  <  64>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_copy.cpp/_gp_copy_vars()
[         0.00007 ]  DEBUG_COPYS      ,  <  86>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_copy.cpp/_gp_copy_helper()
[         0.00007 ]  DEBUG_COPYS      ,  < 103>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_copy.cpp/_gp_copy_holder()
[         0.00007 ]  DEBUG_COPYS      ,  < 120>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_copy.cpp/_gp_copy_call_status()
[         0.00007 ]  DEBUG_COPYS      ,  < 137>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_copy.cpp/_gp_copy_api_status()
[         0.00008 ]  DEBUG_COPYS      ,  < 154>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_copy.cpp/_gp_copy_acquisition_code()
[         0.00008 ]  DEBUG_COPYS      ,  < 171>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_GP/rsa306b_gp_copy.cpp/_gp_copy_acquistion_message()
[         0.00008 ]  DEBUG_CLI        ,  <  42>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_ALIGN/rsa306b_align_print_init.cpp/_align_init()
[         0.00008 ]  DEBUG_COPYS      ,  < 113>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_ALIGN/rsa306b_align_get_copy.cpp/_align_copy_vars()
[         0.00008 ]  DEBUG_COPYS      ,  < 131>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_ALIGN/rsa306b_align_get_copy.cpp/_align_copy_is_needed()
[         0.00008 ]  DEBUG_COPYS      ,  < 148>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_ALIGN/rsa306b_align_get_copy.cpp/_align_copy_is_warmed()
[         0.00008 ]  DEBUG_CLI        ,  <  56>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_AUDIO/rsa306b_audio_print_init.cpp/_audio_init()
[         0.00008 ]  DEBUG_CLI        ,  <  28>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_AUDIO/rsa306b_audio_copy.cpp/_audio_copy_vars()
[         0.00008 ]  DEBUG_COPYS      ,  <  52>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_AUDIO/rsa306b_audio_copy.cpp/_audio_copy_is_demodulating()
[         0.00009 ]  DEBUG_COPYS      ,  <  69>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_AUDIO/rsa306b_audio_copy.cpp/_audio_copy_is_mute()
[         0.00009 ]  DEBUG_COPYS      ,  <  86>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_AUDIO/rsa306b_audio_copy.cpp/_audio_copy_frequecny_offset_hz()
[         0.00009 ]  DEBUG_COPYS      ,  < 103>  ../SRC/cpp_classes/program_core/rsa306b/rsa306b_AUDIO/rsa306b_audio_copy.cpp/_audio_copy_volume()
